participant,participant_index,has_gsr,trial,type,sound,sound_group,file_A,file_B,choice,A_angle,B_angle,A_kind,B_kind,pair_class,trial_type_matches_inferred,chosen_side,chosen_angle,chosen_is_ambiguous,A_delta,B_delta,phys_choice,match,A_z,B_z,gsr_diff_z,ambig_minus_discrete_z,gsr_choice,gsr_match_z,participant_gsr_mean,participant_gsr_std
20260510_225302_15,14,False,4,AMBIG_DIST,zombie,scary,audio/zombie_270.wav,audio/zombie_225.wav,B,270,225,discrete,ambiguous,AMBIG_DIST,True,B,225,1,,,,,,,,,,,,
20260510_225302_15,14,False,5,AMBIG_AMBIG,tiger,scary,audio/tiger_315.wav,audio/tiger_135.wav,A,315,135,ambiguous,ambiguous,AMBIG_AMBIG,True,A,315,1,,,,,,,,,,,,
20260510_225302_15,14,False,6,AMBIG_AMBIG,scream,scary,audio/scream_180.wav,audio/scream_135.wav,A,180,135,ambiguous,ambiguous,AMBIG_AMBIG,True,A,180,1,,,,,,,,,,,,
20260510_225302_15,14,False,7,AMBIG_AMBIG,bear,scary,audio/bear_315.wav,audio/bear_135.wav,B,315,135,ambiguous,ambiguous,AMBIG_AMBIG,True,B,135,1,,,,,,,,,,,,
20260510_225302_15,14,False,8,AMBIG_DIST,tiger,scary,audio/tiger_90.wav,audio/tiger_180.wav,A,90,180,discrete,ambiguous,AMBIG_DIST,True,A,90,0,,,,,,,,,,,,
20260510_225302_15,14,False,9,DIST_DIST,scream,scary,audio/scream_270.wav,audio/scream_90.wav,A,270,90,discrete,discrete,DIST_DIST,True,A,270,0,,,,,,,,,,,,
20260510_225302_15,14,False,10,AMBIG_DIST,zombie,scary,audio/zombie_90.wav,audio/zombie_225.wav,B,90,225,discrete,ambiguous,AMBIG_DIST,True,B,225,1,,,,,,,,,,,,
20260510_225302_15,14,False,11,AMBIG_DIST,tiger,scary,audio/tiger_45.wav,audio/tiger_270.wav,A,45,270,ambiguous,discrete,AMBIG_DIST,True,A,45,1,,,,,,,,,,,,
20260510_225302_15,14,False,12,AMBIG_DIST,bear,scary,audio/bear_135.wav,audio/bear_270.wav,A,135,270,ambiguous,discrete,AMBIG_DIST,True,A,135,1,,,,,,,,,,,,
20260510_225302_15,14,False,13,DIST_DIST,death_whistle,scary,audio/death_whistle_270.wav,audio/death_whistle_90.wav,B,270,90,discrete,discrete,DIST_DIST,True,B,90,0,,,,,,,,,,,,
20260510_225302_15,14,False,14,AMBIG_DIST,white_noise,white_noise,audio/white_noise_135.wav,audio/white_noise_270.wav,A,135,270,ambiguous,discrete,AMBIG_DIST,True,A,135,1,,,,,,,,,,,,
20260510_225304_16,15,False,1,PRIMING,mixed,other,audio/bear_90.wav,audio/white_noise_90.wav,B,90,90,discrete,discrete,DIST_DIST,,B,90,0,,,,,,,,,,,,
20260510_225304_16,15,False,2,PRIMING,mixed,other,audio/tiger_225.wav,audio/zombie_225.wav,A,225,225,ambiguous,ambiguous,AMBIG_AMBIG,,A,225,1,,,,,,,,,,,,
20260510_225304_16,15,False,3,AMBIG_AMBIG,white_noise,white_noise,audio/white_noise_225.wav,audio/white_noise_315.wav,A,225,315,ambiguous,ambiguous,AMBIG_AMBIG,True,A,225,1,,,,,,,,,,,,
20260510_225304_16,15,False,4,AMBIG_DIST,tiger,scary,audio/tiger_90.wav,audio/tiger_225.wav,B,90,225,discrete,ambiguous,AMBIG_DIST,True,B,225,1,,,,,,,,,,,,
20260510_225304_16,15,False,5,AMBIG_DIST,bear,scary,audio/bear_45.wav,audio/bear_270.wav,A,45,270,ambiguous,discrete,AMBIG_DIST,True,A,45,1,,,,,,,,,,,,
20260510_225304_16,15,False,6,AMBIG_DIST,white_noise,white_noise,audio/white_noise_90.wav,audio/white_noise_180.wav,B,90,180,discrete,ambiguous,AMBIG_DIST,True,B,180,1,,,,,,,,,,,,
20260510_225304_16,15,False,7,DIST_DIST,white_noise,white_noise,audio/white_noise_270.wav,audio/white_noise_90.wav,A,270,90,discrete,discrete,DIST_DIST,True,A,270,0,,,,,,,,,,,,
20260510_225304_16,15,False,8,DIST_DIST,zombie,scary,audio/zombie_270.wav,audio/zombie_90.wav,B,270,90,discrete,discrete,DIST_DIST,True,B,90,0,,,,,,,,,,,,
20260510_225304_16,15,False,9,AMBIG_DIST,tiger,scary,audio/tiger_135.wav,audio/tiger_270.wav,A,135,270,ambiguous,discrete,AMBIG_DIST,True,A,135,1,,,,,,,,,,,,
20260510_225304_16,15,False,10,AMBIG_AMBIG,white_noise,white_noise,audio/white_noise_0.wav,audio/white_noise_45.wav,A,0,45,ambiguous,ambiguous,AMBIG_AMBIG,True,A,0,1,,,,,,,,,,,,
20260510_225304_16,15,False,11,DIST_DIST,tiger,scary,audio/tiger_90.wav,audio/tiger_270.wav,A,90,270,discrete,discrete,DIST_DIST,True,A,90,0,,,,,,,,,,,,
20260510_225304_16,15,False,12,AMBIG_AMBIG,zombie,scary,audio/zombie_180.wav,audio/zombie_0.wav,B,180,0,ambiguous,ambiguous,AMBIG_AMBIG,True,B,0,1,,,,,,,,,,,,
20260510_225304_16,15,False,13,AMBIG_DIST,zombie,scary,audio/zombie_0.wav,audio/zombie_90.wav,A,0,90,ambiguous,discrete,AMBIG_DIST,True,A,0,1,,,,,,,,,,,,
20260510_225304_16,15,False,14,AMBIG_DIST,white_noise,white_noise,audio/white_noise_225.wav,audio/white_noise_90.wav,A,225,90,ambiguous,discrete,AMBIG_DIST,True,A,225,1,,,,,,,,,,,,
20260510_225305_17,16,False,1,PRIMING,mixed,other,audio/death_whistle_270.wav,audio/zombie_270.wav,A,270,270,discrete,discrete,DIST_DIST,,A,270,0,,,,,,,,,,,,
20260510_225305_17,16,False,2,PRIMING,mixed,other,audio/zombie_135.wav,audio/white_noise_135.wav,B,135,135,ambiguous,ambiguous,AMBIG_AMBIG,,B,135,1,,,,,,,,,,,,
20260510_225305_17,16,False,3,DIST_DIST,white_noise,white_noise,audio/white_noise_90.wav,audio/white_noise_270.wav,B,90,270,discrete,discrete,DIST_DIST,True,B,270,0,,,,,,,,,,,,
20260510_225305_17,16,False,4,AMBIG_AMBIG,bear,scary,audio/bear_135.wav,audio/bear_225.wav,A,135,225,ambiguous,ambiguous,AMBIG_AMBIG,True,A,135,1,,,,,,,,,,,,
20260510_225305_17,16,False,5,AMBIG_DIST,white_noise,white_noise,audio/white_noise_45.wav,audio/white_noise_90.wav,A,45,90,ambiguous,discrete,AMBIG_DIST,True,A,45,1,,,,,,,,,,,,
20260510_225305_17,16,False,6,AMBIG_DIST,scream,scary,audio/scream_315.wav,audio/scream_270.wav,A,315,270,ambiguous,discrete,AMBIG_DIST,True,A,315,1,,,,,,,,,,,,
20260510_225305_17,16,False,7,DIST_DIST,scream,scary,audio/scream_270.wav,audio/scream_90.wav,B,270,90,discrete,discrete,DIST_DIST,True,B,90,0,,,,,,,,,,,,
20260510_225305_17,16,False,8,AMBIG_DIST,zombie,scary,audio/zombie_270.wav,audio/zombie_315.wav,B,270,315,discrete,ambiguous,AMBIG_DIST,True,B,315,1,,,,,,,,,,,,
20260510_225305_17,16,False,9,DIST_DIST,bear,scary,audio/bear_90.wav,audio/bear_270.wav,A,90,270,discrete,discrete,DIST_DIST,True,A,90,0,,,,,,,,,,,,
20260510_225305_17,16,False,10,AMBIG_AMBIG,zombie,scary,audio/zombie_315.wav,audio/zombie_135.wav,B,315,135,ambiguous,ambiguous,AMBIG_AMBIG,True,B,135,1,,,,,,,,,,,,
20260510_225305_17,16,False,11,AMBIG_DIST,scream,scary,audio/scream_180.wav,audio/scream_90.wav,A,180,90,ambiguous,discrete,AMBIG_DIST,True,A,180,1,,,,,,,,,,,,
20260510_225305_17,16,False,12,AMBIG_DIST,white_noise,white_noise,audio/white_noise_0.wav,audio/white_noise_90.wav,A,0,90,ambiguous,discrete,AMBIG_DIST,True,A,0,1,,,,,,,,,,,,
20260510_225305_17,16,False,13,AMBIG_AMBIG,white_noise,white_noise,audio/white_noise_315.wav,audio/white_noise_135.wav,B,315,135,ambiguous,ambiguous,AMBIG_AMBIG,True,B,135,1,,,,,,,,,,,,
20260510_225305_17,16,False,14,AMBIG_DIST,scream,scary,audio/scream_225.wav,audio/scream_270.wav,A,225,270,ambiguous,discrete,AMBIG_DIST,True,A,225,1,,,,,,,,,,,,
20260510_225307_18,17,False,1,PRIMING,mixed,other,audio/tiger_180.wav,audio/zombie_180.wav,B,180,180,ambiguous,ambiguous,AMBIG_AMBIG,,B,180,1,,,,,,,,,,,,
20260510_225307_18,17,False,2,PRIMING,mixed,other,audio/tiger_180.wav,audio/bear_180.wav,B,180,180,ambiguous,ambiguous,AMBIG_AMBIG,,B,180,1,,,,,,,,,,,,
20260510_225307_18,17,False,3,DIST_DIST,death_whistle,scary,audio/death_whistle_90.wav,audio/death_whistle_270.wav,A,90,270,discrete,discrete,DIST_DIST,True,A,90,0,,,,,,,,,,,,
20260510_225307_18,17,False,4,AMBIG_AMBIG,white_noise,white_noise,audio/white_noise_0.wav,audio/white_noise_180.wav,A,0,180,ambiguous,ambiguous,AMBIG_AMBIG,True,A,0,1,,,,,,,,,,,,
20260510_225307_18,17,False,5,AMBIG_DIST,death_whistle,scary,audio/death_whistle_135.wav,audio/death_whistle_270.wav,A,135,270,ambiguous,discrete,AMBIG_DIST,True,A,135,1,,,,,,,,,,,,
20260510_225307_18,17,False,6,AMBIG_DIST,zombie,scary,audio/zombie_0.wav,audio/zombie_270.wav,A,0,270,ambiguous,discrete,AMBIG_DIST,True,A,0,1,,,,,,,,,,,,
20260510_225307_18,17,False,7,DIST_DIST,bear,scary,audio/bear_90.wav,audio/bear_270.wav,A,90,270,discrete,discrete,DIST_DIST,True,A,90,0,,,,,,,,,,,,
20260510_225307_18,17,False,8,AMBIG_DIST,death_whistle,scary,audio/death_whistle_270.wav,audio/death_whistle_45.wav,A,270,45,discrete,ambiguous,AMBIG_DIST,True,A,270,0,,,,,,,,,,,,
20260510_225307_18,17,False,9,DIST_DIST,zombie,scary,audio/zombie_270.wav,audio/zombie_90.wav,B,270,90,discrete,discrete,DIST_DIST,True,B,90,0,,,,,,,,,,,,
20260510_225307_18,17,False,10,AMBIG_DIST,death_whistle,scary,audio/death_whistle_180.wav,audio/death_whistle_270.wav,A,180,270,ambiguous,discrete,AMBIG_DIST,True,A,180,1,,,,,,,,,,,,
20260510_225307_18,17,False,11,AMBIG_DIST,zombie,scary,audio/zombie_135.wav,audio/zombie_270.wav,A,135,270,ambiguous,discrete,AMBIG_DIST,True,A,135,1,,,,,,,,,,,,
20260510_225307_18,17,False,12,AMBIG_AMBIG,zombie,scary,audio/zombie_45.wav,audio/zombie_315.wav,B,45,315,ambiguous,ambiguous,AMBIG_AMBIG,True,B,315,1,,,,,,,,,,,,
20260510_225307_18,17,False,13,AMBIG_DIST,scream,scary,audio/scream_270.wav,audio/scream_225.wav,B,270,225,discrete,ambiguous,AMBIG_DIST,True,B,225,1,,,,,,,,,,,,
20260510_225307_18,17,False,14,AMBIG_AMBIG,zombie,scary,audio/zombie_180.wav,audio/zombie_225.wav,B,180,225,ambiguous,ambiguous,AMBIG_AMBIG,True,B,225,1,,,,,,,,,,,,
20260510_225309_19,18,False,1,PRIMING,mixed,other,audio/bear_315.wav,audio/white_noise_315.wav,B,315,315,ambiguous,ambiguous,AMBIG_AMBIG,,B,315,1,,,,,,,,,,,,
20260510_225309_19,18,False,2,PRIMING,mixed,other,audio/tiger_180.wav,audio/zombie_180.wav,B,180,180,ambiguous,ambiguous,AMBIG_AMBIG,,B,180,1,,,,,,,,,,,,
20260510_225309_19,18,False,3,AMBIG_AMBIG,white_noise,white_noise,audio/white_noise_135.wav,audio/white_noise_45.wav,B,135,45,ambiguous,ambiguous,AMBIG_AMBIG,True,B,45,1,,,,,,,,,,,,
20260510_225309_19,18,False,4,AMBIG_DIST,zombie,scary,audio/zombie_315.wav,audio/zombie_270.wav,A,315,270,ambiguous,discrete,AMBIG_DIST,True,A,315,1,,,,,,,,,,,,
20260510_225309_19,18,False,5,AMBIG_DIST,death_whistle,scary,audio/death_whistle_90.wav,audio/death_whistle_180.wav,B,90,180,discrete,ambiguous,AMBIG_DIST,True,B,180,1,,,,,,,,,,,,
20260510_225309_19,18,False,6,AMBIG_DIST,white_noise,white_noise,audio/white_noise_180.wav,audio/white_noise_270.wav,A,180,270,ambiguous,discrete,AMBIG_DIST,True,A,180,1,,,,,,,,,,,,
20260510_225309_19,18,False,7,DIST_DIST,zombie,scary,audio/zombie_90.wav,audio/zombie_270.wav,B,90,270,discrete,discrete,DIST_DIST,True,B,270,0,,,,,,,,,,,,
20260510_225309_19,18,False,8,AMBIG_DIST,zombie,scary,audio/zombie_270.wav,audio/zombie_180.wav,B,270,180,discrete,ambiguous,AMBIG_DIST,True,B,180,1,,,,,,,,,,,,
20260510_225309_19,18,False,9,AMBIG_DIST,scream,scary,audio/scream_270.wav,audio/scream_0.wav,B,270,0,discrete,ambiguous,AMBIG_DIST,True,B,0,1,,,,,,,,,,,,
20260510_225309_19,18,False,10,DIST_DIST,tiger,scary,audio/tiger_90.wav,audio/tiger_270.wav,A,90,270,discrete,discrete,DIST_DIST,True,A,90,0,,,,,,,,,,,,
20260510_225309_19,18,False,11,AMBIG_AMBIG,bear,scary,audio/bear_135.wav,audio/bear_45.wav,B,135,45,ambiguous,ambiguous,AMBIG_AMBIG,True,B,45,1,,,,,,,,,,,,
20260510_225309_19,18,False,12,AMBIG_DIST,bear,scary,audio/bear_180.wav,audio/bear_270.wav,A,180,270,ambiguous,discrete,AMBIG_DIST,True,A,180,1,,,,,,,,,,,,
20260510_225309_19,18,False,13,AMBIG_AMBIG,tiger,scary,audio/tiger_0.wav,audio/tiger_315.wav,A,0,315,ambiguous,ambiguous,AMBIG_AMBIG,True,A,0,1,,,,,,,,,,,,
20260510_225309_19,18,False,14,DIST_DIST,scream,scary,audio/scream_90.wav,audio/scream_270.wav,A,90,270,discrete,discrete,DIST_DIST,True,A,90,0,,,,,,,,,,,,
20260510_225310_20,19,False,1,PRIMING,mixed,other,audio/bear_315.wav,audio/zombie_315.wav,B,315,315,ambiguous,ambiguous,AMBIG_AMBIG,,B,315,1,,,,,,,,,,,,
20260510_225310_20,19,False,2,PRIMING,mixed,other,audio/scream_315.wav,audio/zombie_315.wav,A,315,315,ambiguous,ambiguous,AMBIG_AMBIG,,A,315,1,,,,,,,,,,,,
20260510_225310_20,19,False,3,AMBIG_DIST,tiger,scary,audio/tiger_0.wav,audio/tiger_270.wav,A,0,270,ambiguous,discrete,AMBIG_DIST,True,A,0,1,,,,,,,,,,,,
20260510_225310_20,19,False,4,AMBIG_DIST,white_noise,white_noise,audio/white_noise_90.wav,audio/white_noise_135.wav,B,90,135,discrete,ambiguous,AMBIG_DIST,True,B,135,1,,,,,,,,,,,,
20260510_225310_20,19,False,5,DIST_DIST,scream,scary,audio/scream_270.wav,audio/scream_90.wav,B,270,90,discrete,discrete,DIST_DIST,True,B,90,0,,,,,,,,,,,,
20260510_225310_20,19,False,6,AMBIG_DIST,death_whistle,scary,audio/death_whistle_90.wav,audio/death_whistle_315.wav,B,90,315,discrete,ambiguous,AMBIG_DIST,True,B,315,1,,,,,,,,,,,,
20260510_225310_20,19,False,7,DIST_DIST,death_whistle,scary,audio/death_whistle_90.wav,audio/death_whistle_270.wav,A,90,270,discrete,discrete,DIST_DIST,True,A,90,0,,,,,,,,,,,,
20260510_225310_20,19,False,8,AMBIG_AMBIG,zombie,scary,audio/zombie_135.wav,audio/zombie_315.wav,B,135,315,ambiguous,ambiguous,AMBIG_AMBIG,True,B,315,1,,,,,,,,,,,,
20260510_225310_20,19,False,9,AMBIG_AMBIG,death_whistle,scary,audio/death_whistle_180.wav,audio/death_whistle_315.wav,A,180,315,ambiguous,ambiguous,AMBIG_AMBIG,True,A,180,1,,,,,,,,,,,,
20260510_225310_20,19,False,10,AMBIG_DIST,scream,scary,audio/scream_225.wav,audio/scream_90.wav,A,225,90,ambiguous,discrete,AMBIG_DIST,True,A,225,1,,,,,,,,,,,,
20260510_225310_20,19,False,11,DIST_DIST,bear,scary,audio/bear_90.wav,audio/bear_270.wav,A,90,270,discrete,discrete,DIST_DIST,True,A,90,0,,,,,,,,,,,,
20260510_225310_20,19,False,12,AMBIG_AMBIG,bear,scary,audio/bear_225.wav,audio/bear_45.wav,B,225,45,ambiguous,ambiguous,AMBIG_AMBIG,True,B,45,1,,,,,,,,,,,,
20260510_225310_20,19,False,13,AMBIG_DIST,scream,scary,audio/scream_0.wav,audio/scream_270.wav,B,0,270,ambiguous,discrete,AMBIG_DIST,True,B,270,0,,,,,,,,,,,,
20260510_225310_20,19,False,14,AMBIG_DIST,zombie,scary,audio/zombie_270.wav,audio/zombie_45.wav,A,270,45,discrete,ambiguous,AMBIG_DIST,True,A,270,0,,,,,,,,,,,,
